?R?Start
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  13

  output_wert -->  0 = 0.33786    -  1 = 0.18240    -  2 = 0.02237    -  3 = 0.42700    -  4 = 0.01889    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  14

  output_wert -->  0 = 0.29515    -  1 = 0.00406    -  2 = 0.00102    -  3 = 0.23687    -  4 = 0.58659    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  15

  output_wert -->  0 = 0.35623    -  1 = 0.09861    -  2 = 0.01228    -  3 = 0.42964    -  4 = 0.04554    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  16

  output_wert -->  0 = 0.16126    -  1 = 0.58443    -  2 = 0.15917    -  3 = 0.20311    -  4 = 0.00063    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  17

  output_wert -->  0 = 0.00597    -  1 = 0.07531    -  2 = 0.96646    -  3 = 0.00243    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  18

  output_wert -->  0 = 0.35931    -  1 = 0.06846    -  2 = 0.00890    -  3 = 0.41854    -  4 = 0.07069    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  19

  output_wert -->  0 = 0.27635    -  1 = 0.00243    -  2 = 0.00070    -  3 = 0.20155    -  4 = 0.69592    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  20

  output_wert -->  0 = 0.28452    -  1 = 0.34086    -  2 = 0.04864    -  3 = 0.37453    -  4 = 0.00544    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  21

  output_wert -->  0 = 0.08576    -  1 = 0.64556    -  2 = 0.33708    -  3 = 0.09275    -  4 = 0.00013    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  22

  output_wert -->  0 = 0.00835    -  1 = 0.11158    -  2 = 0.94021    -  3 = 0.00399    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  23

  output_wert -->  0 = 0.32312    -  1 = 0.23246    -  2 = 0.02925    -  3 = 0.41535    -  4 = 0.01244    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  24

  output_wert -->  0 = 0.23991    -  1 = 0.00091    -  2 = 0.00035    -  3 = 0.14295    -  4 = 0.84836    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  25

----------------------------------------------------------------------------------err-5.12181 -- winrate 0.18805
  output_wert -->  0 = 0.27283    -  1 = 0.00139    -  2 = 0.00063    -  3 = 0.18231    -  4 = 0.70293    -   out -> 4
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  1

  output_wert -->  0 = 0.20964    -  1 = 0.49862    -  2 = 0.09272    -  3 = 0.27555    -  4 = 0.00125    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  2

  output_wert -->  0 = 0.14384    -  1 = 0.60983    -  2 = 0.15893    -  3 = 0.17536    -  4 = 0.00043    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  3

  output_wert -->  0 = 0.37766    -  1 = 0.08348    -  2 = 0.01194    -  3 = 0.46541    -  4 = 0.03960    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  4

  output_wert -->  0 = 0.12598    -  1 = 0.00003    -  2 = 0.00004    -  3 = 0.02851    -  4 = 0.98645    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  5

  output_wert -->  0 = 0.35723    -  1 = 0.01296    -  2 = 0.00295    -  3 = 0.36142    -  4 = 0.23472    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  6

  output_wert -->  0 = 0.16324    -  1 = 0.57871    -  2 = 0.13516    -  3 = 0.20496    -  4 = 0.00060    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  7

  output_wert -->  0 = 0.00794    -  1 = 0.13924    -  2 = 0.91158    -  3 = 0.00342    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  8

  output_wert -->  0 = 0.37774    -  1 = 0.08384    -  2 = 0.01196    -  3 = 0.46556    -  4 = 0.03945    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  9

  output_wert -->  0 = 0.20947    -  1 = 0.00030    -  2 = 0.00022    -  3 = 0.09492    -  4 = 0.89911    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  10

  output_wert -->  0 = 0.35383    -  1 = 0.16592    -  2 = 0.02188    -  3 = 0.45944    -  4 = 0.01573    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  11

  output_wert -->  0 = 0.04224    -  1 = 0.61354    -  2 = 0.49720    -  3 = 0.03456    -  4 = 0.00004    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  12

  output_wert -->  0 = 0.04242    -  1 = 0.61561    -  2 = 0.49509    -  3 = 0.03476    -  4 = 0.00004    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  13

  output_wert -->  0 = 0.35419    -  1 = 0.16554    -  2 = 0.02188    -  3 = 0.45889    -  4 = 0.01574    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  14

  output_wert -->  0 = 0.29686    -  1 = 0.00245    -  2 = 0.00093    -  3 = 0.22465    -  4 = 0.58797    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  15

  output_wert -->  0 = 0.37745    -  1 = 0.08328    -  2 = 0.01193    -  3 = 0.46590    -  4 = 0.03973    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  16

  output_wert -->  0 = 0.14372    -  1 = 0.60787    -  2 = 0.15945    -  3 = 0.17505    -  4 = 0.00043    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  17

  output_wert -->  0 = 0.00430    -  1 = 0.06633    -  2 = 0.96567    -  3 = 0.00138    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  18

  output_wert -->  0 = 0.38101    -  1 = 0.05549    -  2 = 0.00860    -  3 = 0.45318    -  4 = 0.06309    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  19

  output_wert -->  0 = 0.27319    -  1 = 0.00139    -  2 = 0.00063    -  3 = 0.18265    -  4 = 0.70145    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  20

  output_wert -->  0 = 0.28695    -  1 = 0.33482    -  2 = 0.04804    -  3 = 0.38538    -  4 = 0.00421    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  21

  output_wert -->  0 = 0.06989    -  1 = 0.66894    -  2 = 0.33694    -  3 = 0.06841    -  4 = 0.00009    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  22

  output_wert -->  0 = 0.00595    -  1 = 0.09557    -  2 = 0.94116    -  3 = 0.00226    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  23

  output_wert -->  0 = 0.33536    -  1 = 0.21747    -  2 = 0.02871    -  3 = 0.44172    -  4 = 0.01012    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  24

  output_wert -->  0 = 0.22869    -  1 = 0.00048    -  2 = 0.00031    -  3 = 0.11767    -  4 = 0.85581    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  25

----------------------------------------------------------------------------------err-4.96497 -- winrate 0.15684
  output_wert -->  0 = 0.26839    -  1 = 0.00083    -  2 = 0.00058    -  3 = 0.16150    -  4 = 0.70767    -   out -> 4
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  1

  output_wert -->  0 = 0.19756    -  1 = 0.50996    -  2 = 0.09298    -  3 = 0.25755    -  4 = 0.00091    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  2

  output_wert -->  0 = 0.12783    -  1 = 0.63137    -  2 = 0.15977    -  3 = 0.14850    -  4 = 0.00030    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  3

  output_wert -->  0 = 0.39563    -  1 = 0.07041    -  2 = 0.01168    -  3 = 0.49737    -  4 = 0.03491    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  4

  output_wert -->  0 = 0.11102    -  1 = 0.00001    -  2 = 0.00004    -  3 = 0.01834    -  4 = 0.98682    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  5

  output_wert -->  0 = 0.36974    -  1 = 0.00928    -  2 = 0.00281    -  3 = 0.37207    -  4 = 0.22525    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  6

  output_wert -->  0 = 0.14776    -  1 = 0.59800    -  2 = 0.13584    -  3 = 0.17924    -  4 = 0.00043    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  7

  output_wert -->  0 = 0.00603    -  1 = 0.12043    -  2 = 0.91331    -  3 = 0.00209    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  8

  output_wert -->  0 = 0.39570    -  1 = 0.07071    -  2 = 0.01170    -  3 = 0.49750    -  4 = 0.03479    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  9

  output_wert -->  0 = 0.19663    -  1 = 0.00016    -  2 = 0.00020    -  3 = 0.07304    -  4 = 0.90430    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  10

  output_wert -->  0 = 0.36691    -  1 = 0.15004    -  2 = 0.02155    -  3 = 0.48692    -  4 = 0.01327    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  11

  output_wert -->  0 = 0.03421    -  1 = 0.61848    -  2 = 0.49618    -  3 = 0.02424    -  4 = 0.00003    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  12

  output_wert -->  0 = 0.03437    -  1 = 0.62068    -  2 = 0.49402    -  3 = 0.02440    -  4 = 0.00003    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  13

  output_wert -->  0 = 0.36721    -  1 = 0.14971    -  2 = 0.02155    -  3 = 0.48625    -  4 = 0.01327    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  14

  output_wert -->  0 = 0.29661    -  1 = 0.00153    -  2 = 0.00086    -  3 = 0.20868    -  4 = 0.58927    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  15

  output_wert -->  0 = 0.39532    -  1 = 0.07024    -  2 = 0.01166    -  3 = 0.49771    -  4 = 0.03501    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  16

  output_wert -->  0 = 0.12769    -  1 = 0.62943    -  2 = 0.16034    -  3 = 0.14815    -  4 = 0.00030    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  17

  output_wert -->  0 = 0.00330    -  1 = 0.05897    -  2 = 0.96501    -  3 = 0.00084    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  18

  output_wert -->  0 = 0.39938    -  1 = 0.04504    -  2 = 0.00837    -  3 = 0.48333    -  4 = 0.05681    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  19

  output_wert -->  0 = 0.26875    -  1 = 0.00084    -  2 = 0.00058    -  3 = 0.16182    -  4 = 0.70628    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  20

  output_wert -->  0 = 0.28647    -  1 = 0.32828    -  2 = 0.04780    -  3 = 0.39109    -  4 = 0.00330    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  21

  output_wert -->  0 = 0.05800    -  1 = 0.68708    -  2 = 0.33670    -  3 = 0.05066    -  4 = 0.00006    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  22

  output_wert -->  0 = 0.00452    -  1 = 0.08276    -  2 = 0.94176    -  3 = 0.00137    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  23

  output_wert -->  0 = 0.34434    -  1 = 0.20278    -  2 = 0.02839    -  3 = 0.46340    -  4 = 0.00833    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  24

  output_wert -->  0 = 0.21787    -  1 = 0.00027    -  2 = 0.00028    -  3 = 0.09462    -  4 = 0.86186    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  25

----------------------------------------------------------------------------------err-4.84072 -- winrate 0.12425
  output_wert -->  0 = 0.26360    -  1 = 0.00052    -  2 = 0.00054    -  3 = 0.14098    -  4 = 0.71165    -   out -> 4
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  1

  output_wert -->  0 = 0.18582    -  1 = 0.52081    -  2 = 0.09362    -  3 = 0.23811    -  4 = 0.00068    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  2

  output_wert -->  0 = 0.11442    -  1 = 0.65074    -  2 = 0.16089    -  3 = 0.12504    -  4 = 0.00022    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  3

  output_wert -->  0 = 0.41006    -  1 = 0.05958    -  2 = 0.01150    -  3 = 0.52442    -  4 = 0.03111    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  4

  output_wert -->  0 = 0.10080    -  1 = 0.00001    -  2 = 0.00004    -  3 = 0.01215    -  4 = 0.98692    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  5

  output_wert -->  0 = 0.37923    -  1 = 0.00677    -  2 = 0.00270    -  3 = 0.37785    -  4 = 0.21704    -   out -> 0
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  6

  output_wert -->  0 = 0.13423    -  1 = 0.61578    -  2 = 0.13686    -  3 = 0.15542    -  4 = 0.00031    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  7

  output_wert -->  0 = 0.00484    -  1 = 0.10492    -  2 = 0.91475    -  3 = 0.00137    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  8

  output_wert -->  0 = 0.41014    -  1 = 0.05982    -  2 = 0.01151    -  3 = 0.52453    -  4 = 0.03102    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  9

  output_wert -->  0 = 0.18597    -  1 = 0.00009    -  2 = 0.00019    -  3 = 0.05586    -  4 = 0.90824    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  10

  output_wert -->  0 = 0.37684    -  1 = 0.13570    -  2 = 0.02136    -  3 = 0.50980    -  4 = 0.01135    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  11

  output_wert -->  0 = 0.02878    -  1 = 0.61885    -  2 = 0.49528    -  3 = 0.01762    -  4 = 0.00002    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  12

  output_wert -->  0 = 0.02891    -  1 = 0.62120    -  2 = 0.49306    -  3 = 0.01774    -  4 = 0.00002    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  13

  output_wert -->  0 = 0.37709    -  1 = 0.13542    -  2 = 0.02137    -  3 = 0.50900    -  4 = 0.01135    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  14

  output_wert -->  0 = 0.29515    -  1 = 0.00099    -  2 = 0.00081    -  3 = 0.19094    -  4 = 0.59039    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  15

  output_wert -->  0 = 0.40967    -  1 = 0.05944    -  2 = 0.01149    -  3 = 0.52459    -  4 = 0.03120    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  16

  output_wert -->  0 = 0.11425    -  1 = 0.64883    -  2 = 0.16150    -  3 = 0.12466    -  4 = 0.00022    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  17

  output_wert -->  0 = 0.00268    -  1 = 0.05280    -  2 = 0.96463    -  3 = 0.00054    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  18

  output_wert -->  0 = 0.41417    -  1 = 0.03678    -  2 = 0.00820    -  3 = 0.50849    -  4 = 0.05164    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  19

  output_wert -->  0 = 0.26395    -  1 = 0.00052    -  2 = 0.00054    -  3 = 0.14127    -  4 = 0.71035    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  20

  output_wert -->  0 = 0.28408    -  1 = 0.32186    -  2 = 0.04782    -  3 = 0.39275    -  4 = 0.00263    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  21

  output_wert -->  0 = 0.04950    -  1 = 0.70079    -  2 = 0.33631    -  3 = 0.03828    -  4 = 0.00005    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  22

  output_wert -->  0 = 0.00365    -  1 = 0.07245    -  2 = 0.94225    -  3 = 0.00089    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  23

  output_wert -->  0 = 0.35049    -  1 = 0.18906    -  2 = 0.02824    -  3 = 0.48066    -  4 = 0.00696    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  24

  output_wert -->  0 = 0.20847    -  1 = 0.00016    -  2 = 0.00026    -  3 = 0.07531    -  4 = 0.86662    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  25

----------------------------------------------------------------------------------err-4.74532 -- winrate 0.09540
  output_wert -->  0 = 0.25910    -  1 = 0.00034    -  2 = 0.00051    -  3 = 0.12216    -  4 = 0.71498    -   out -> 4
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  1

  output_wert -->  0 = 0.17529    -  1 = 0.53100    -  2 = 0.09450    -  3 = 0.21892    -  4 = 0.00053    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  2

  output_wert -->  0 = 0.10377    -  1 = 0.66783    -  2 = 0.16210    -  3 = 0.10557    -  4 = 0.00016    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  3

  output_wert -->  0 = 0.42123    -  1 = 0.05072    -  2 = 0.01139    -  3 = 0.54680    -  4 = 0.02806    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  4

  output_wert -->  0 = 0.09420    -  1 = 0.00000    -  2 = 0.00004    -  3 = 0.00835    -  4 = 0.98686    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  5

  output_wert -->  0 = 0.38610    -  1 = 0.00504    -  2 = 0.00262    -  3 = 0.37962    -  4 = 0.21003    -   out -> 0
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  6

  output_wert -->  0 = 0.12311    -  1 = 0.63183    -  2 = 0.13806    -  3 = 0.13465    -  4 = 0.00023    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  7

  output_wert -->  0 = 0.00410    -  1 = 0.09220    -  2 = 0.91596    -  3 = 0.00095    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  8

  output_wert -->  0 = 0.42131    -  1 = 0.05092    -  2 = 0.01140    -  3 = 0.54689    -  4 = 0.02798    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  9

  output_wert -->  0 = 0.17770    -  1 = 0.00006    -  2 = 0.00017    -  3 = 0.04296    -  4 = 0.91122    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  10

  output_wert -->  0 = 0.38408    -  1 = 0.12300    -  2 = 0.02129    -  3 = 0.52851    -  4 = 0.00985    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  11

  output_wert -->  0 = 0.02513    -  1 = 0.61639    -  2 = 0.49443    -  3 = 0.01330    -  4 = 0.00002    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  12

  output_wert -->  0 = 0.02526    -  1 = 0.61890    -  2 = 0.49216    -  3 = 0.01339    -  4 = 0.00002    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  13

  output_wert -->  0 = 0.38427    -  1 = 0.12276    -  2 = 0.02130    -  3 = 0.52758    -  4 = 0.00985    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  14

  output_wert -->  0 = 0.29314    -  1 = 0.00067    -  2 = 0.00077    -  3 = 0.17305    -  4 = 0.59140    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  15

  output_wert -->  0 = 0.42076    -  1 = 0.05059    -  2 = 0.01138    -  3 = 0.54682    -  4 = 0.02813    -   out -> 3
  output soll -->  0 = 1.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  16

  output_wert -->  0 = 0.10358    -  1 = 0.66597    -  2 = 0.16275    -  3 = 0.10518    -  4 = 0.00016    -   out -> 1
  output soll -->  0 = 0.00       -  1 = 1.00       -  2 = 0.00       -  3 = 0.00       -  4 = 0.00       -  17

  output_wert -->  0 = 0.00228    -  1 = 0.04750    -  2 = 0.96454    -  3 = 0.00037    -  4 = 0.00000    -   out -> 2
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 1.00       -  3 = 0.00       -  4 = 0.00       -  18

  output_wert -->  0 = 0.42562    -  1 = 0.03030    -  2 = 0.00809    -  3 = 0.52897    -  4 = 0.04742    -   out -> 3
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 1.00       -  4 = 0.00       -  19

  output_wert -->  0 = 0.25943    -  1 = 0.00034    -  2 = 0.00051    -  3 = 0.12241    -  4 = 0.71377    -   out -> 4
  output soll -->  0 = 0.00       -  1 = 0.00       -  2 = 0.00       -  3 = 0.00       -  4 = 1.00       -  20

